,ele,lat,lon,distance,temp
22589,420.234,-26.5012506,133.256454,1852380.9394790912,23154.0
22590,420.043,-26.5029433,133.2563372,1852569.51765173,23157.0
22591,419.037,-26.5047386,133.2562134,1852769.5256552002,23159.0
22592,420.997,-26.5052771,133.2561762,1852829.5184334859,23160.0
22593,422.0,-26.5059952,133.2561266,1852909.5199011762,23161.0
22594,421.461,-26.5070724,133.2560523,1853029.5270348545,23162.0
22595,422.308,-26.50797,133.2559904,1853129.5254752466,23164.0
22597,422.435,-26.5097652,133.2558665,1853329.5229603113,23166.0
22598,422.617,-26.5110218,133.2557798,1853469.5165694419,23168.0
22599,423.0,-26.5123107,133.2556909,1853613.1084325544,23170.0
22600,423.0,-26.5147342,133.2555327,1853883.048678119,23173.0
22601,424.0,-26.5162285,133.2554293,1854049.525462677,23175.0
22602,421.793,-26.5186574,133.2552611,1854320.1248221076,23179.0
22603,420.31,-26.5196392,133.2551916,1854429.5147793612,23180.0
22605,423.087,-26.5201777,133.2551535,1854489.513119047,23181.0
22608,424.345,-26.5209929,133.2550958,1854580.3408310937,23182.0
22610,423.464,-26.5217934,133.255041,1854669.519197789,23183.0
22613,424.0,-26.5228706,133.2549672,1854789.5232147686,23184.0
22614,423.595,-26.5239477,133.2548934,1854909.516128869,23186.0
22615,427.828,-26.5257465,133.2547701,1855109.9093872486,23188.0
22616,427.157,-26.5271791,133.2546707,1855269.5139062707,23190.0
22617,428.619,-26.5289743,133.2545461,1855469.5155685116,23193.0
22618,430.471,-26.5304105,133.2544464,1855629.5214522283,23195.0
22621,429.712,-26.530949,133.2544089,1855689.5160280168,23196.0
22624,428.307,-26.5316671,133.2543591,1855769.5186585835,23197.0
22625,427.874,-26.5341803,133.2541846,1856049.5124318227,23200.0
22626,423.391,-26.5368731,133.2539976,1856349.515467085,23204.0
22627,425.077,-26.5381297,133.2539104,1856489.512023943,23206.0
22628,423.321,-26.5388478,133.2538606,1856569.514634078,23207.0
22629,422.969,-26.5395659,133.2538108,1856649.5172422926,23208.0
22630,423.0,-26.5411816,133.2536986,1856829.5212538287,23210.0
22631,424.0,-26.5417201,133.2536612,1856889.5151901112,23211.0
22633,423.994,-26.5427972,133.2535864,1857009.514157876,23212.0
22635,424.0,-26.5438734,133.2534968,1857129.5141202928,23214.0
22637,421.492,-26.5450973,133.2533939,1857265.9899816397,23215.0
22638,425.0,-26.5460243,133.2532973,1857369.5145954408,23217.0
22639,422.647,-26.5470425,133.2531911,1857483.2250363762,23218.0
22640,422.044,-26.5484898,133.2530433,1857644.8275897251,23220.0
22643,419.469,-26.5506986,133.2527692,1857891.9436057827,23223.0
22644,418.996,-26.5513929,133.2526933,1857969.5145019642,23224.0
22645,421.0,-26.5533604,133.2524017,1858190.2047999655,23227.0
22646,421.895,-26.5551561,133.2521298,1858391.7007248423,23229.0
22647,422.791,-26.5554401,133.2520839,1858423.6083865669,23230.0
22648,421.276,-26.557454,133.2517587,1858649.8677933996,23233.0
22649,419.885,-26.5604838,133.2512651,1858990.3244607905,23237.0
22650,421.0,-26.5623817,133.2509551,1859203.601700342,23240.0
22652,420.137,-26.5630937,133.2508394,1859283.6045493234,23241.0
22655,422.161,-26.5639847,133.2507034,1859383.6024644938,23242.0
22657,421.191,-26.5646693,133.2505992,1859460.4294558472,23243.0
22658,421.73,-26.5656135,133.2504805,1859566.081335981,23244.0
22659,424.717,-26.5667757,133.2503554,1859695.9096199619,23246.0
22661,423.942,-26.5681002,133.2502437,1859843.610265891,23248.0
22663,421.793,-26.5689978,133.2501832,1859943.6019595198,23249.0
22668,423.887,-26.5695368,133.2501541,1860003.606629892,23250.0
22670,423.606,-26.5704689,133.2501094,1860107.346714129,23251.0
22671,422.804,-26.5709938,133.2500941,1860165.732761659,23252.0
22672,421.396,-26.5720545,133.2500788,1860283.6870348495,23253.0
22673,422.28,-26.5732227,133.2500823,1860413.5854144986,23255.0
22674,421.0,-26.574271,133.2501121,1860530.188722648,23256.0
22675,420.584,-26.5747113,133.2501204,1860579.1548062987,23257.0
22676,419.875,-26.5756466,133.250172,1860683.2819392616,23258.0
22678,419.084,-26.5760778,133.250194,1860731.2790806196,23259.0
22679,418.059,-26.5769061,133.2502587,1860823.6063041852,23260.0
22681,418.0,-26.5776659,133.2503236,1860908.339675092,23261.0
22682,419.829,-26.5787169,133.2504305,1861025.6880486573,23262.0
22683,419.697,-26.5790559,133.2504713,1861063.6008537735,23263.0
22684,419.448,-26.5795606,133.250532,1861120.044623992,23264.0
22686,416.968,-26.5808169,133.2507063,1861260.8100081198,23265.0
22687,417.472,-26.5814396,133.2508027,1861330.7115268337,23266.0
22688,415.8,-26.5820878,133.2509121,1861403.6044562378,23267.0
22689,417.496,-26.582491,133.2509802,1861448.9467985057,23268.0
22691,416.777,-26.5835067,133.251179,1861563.6045527975,23269.0
22693,417.926,-26.5838491,133.251246,1861602.256234681,23270.0
22696,417.088,-26.5858025,133.2516739,1861823.6017981223,23272.0
22697,418.0,-26.5877725,133.2521873,1862048.5259004848,23275.0
22699,416.102,-26.5884951,133.2523981,1862131.5644484537,23276.0
22700,417.976,-26.5890037,133.2525519,1862190.1494752362,23277.0
22702,419.377,-26.589512,133.2527055,1862248.6970922009,23278.0
22703,417.006,-26.5905286,133.2530383,1862366.4819476374,23279.0
22704,419.746,-26.5915359,133.2533794,1862483.5111313255,23281.0
22705,418.164,-26.592306,133.2536568,1862573.4750246757,23282.0
22708,417.384,-26.5938299,133.2542494,1862752.8857916538,23284.0
22710,418.989,-26.5943344,133.2544493,1862812.4007465104,23285.0
22712,418.012,-26.59494,133.2547067,1862884.4399386887,23286.0
22713,418.842,-26.5959242,133.2551338,1863001.8284894961,23287.0
22714,418.765,-26.5968964,133.2555765,1863118.54999119,23288.0
22715,417.926,-26.5975168,133.2558706,1863193.476987497,23289.0
22716,418.497,-26.5977904,133.2559982,1863226.4392888744,23290.0
22718,419.129,-26.5990244,133.2566309,1863377.3868384103,23292.0
22719,417.984,-26.5996507,133.2569619,1863454.4127460697,23293.0
22720,417.975,-26.6003012,133.2573057,1863534.4152615953,23294.0
22721,418.067,-26.6011298,133.2577711,1863637.5180721094,23295.0
22722,415.909,-26.6021278,133.2583586,1863762.9246863355,23297.0
22723,415.348,-26.6034382,133.2591449,1863928.281540736,23299.0
22726,414.0,-26.604067,133.2595471,1864008.8279631052,23300.0
22730,415.032,-26.6051177,133.2602567,1864145.3377459333,23301.0
22731,415.076,-26.6056118,133.2605768,1864208.8307610278,23302.0
22733,415.238,-26.6062304,133.2609875,1864288.823242156,23303.0
22734,417.705,-26.6071403,133.2615948,1864406.6454895681,23305.0
22736,419.992,-26.6080839,133.2622244,1864528.821454054,23306.0
22737,418.821,-26.6083929,133.2624305,1864568.8264679795,23307.0
22738,414.795,-26.6090108,133.2628427,1864648.8268607436,23308.0
22742,412.0,-26.6108642,133.2640704,1864888.3469257676,23311.0
22743,412.695,-26.6124154,133.2650995,1865088.891825338,23313.0
22744,413.533,-26.6128788,133.2654074,1865148.825627402,23314.0
22746,411.462,-26.6134969,133.2658192,1865228.8240266487,23315.0
22747,410.043,-26.6147319,133.266645,1865388.8178020946,23317.0
22748,406.091,-26.6154708,133.2671391,1865484.5430298017,23318.0
22749,408.374,-26.6158124,133.267368,1865528.8217505363,23319.0
22751,405.816,-26.6170469,133.2681949,1865688.823109355,23321.0
22752,408.185,-26.6179567,133.268809,1865806.9807196863,23322.0
22753,406.004,-26.6188877,133.2694144,1865926.725576159,23324.0
22755,406.621,-26.6203995,133.2703831,1866120.475669727,23326.0
22757,406.319,-26.621215,133.2708743,1866223.4660791073,23327.0
22758,406.369,-26.6214469,133.2710087,1866252.5077786169,23328.0
22761,405.95,-26.622514,133.271627,1866386.137726472,23329.0
22763,405.473,-26.6227178,133.2717382,1866411.3514991205,23330.0
22767,407.23,-26.6232754,133.2720425,1866480.3391130199,23331.0
22769,406.798,-26.6247036,133.2727979,1866656.0057804722,23333.0
22771,408.746,-26.6260136,133.2734419,1866815.118262367,23335.0
22772,406.781,-26.6268389,133.2738299,1866914.662639714,23336.0
22773,409.928,-26.62748,133.2741145,1866991.3578554513,23337.0
22776,407.489,-26.6279815,133.2743371,1867051.3515589444,23338.0
22782,407.909,-26.6295007,133.2749747,1867231.7800307379,23340.0
22783,407.993,-26.6300056,133.2751752,1867291.3547673416,23341.0
22785,404.898,-26.6307295,133.2754439,1867376.1852672196,23342.0
22786,403.495,-26.6318119,133.2758429,1867502.9086196641,23343.0
22787,403.089,-26.6321747,133.2759778,1867545.4201755815,23344.0
22789,400.636,-26.6328635,133.2762021,1867625.1901484078,23345.0
22791,401.633,-26.6334347,133.2763884,1867691.3490334593,23346.0
22795,398.56,-26.6342891,133.2766671,1867790.3102511591,23347.0
22796,399.016,-26.6351217,133.2769341,1867886.6197304116,23348.0
22797,400.0,-26.6362107,133.2772801,1868012.4998355634,23350.0
22799,401.429,-26.6374184,133.2776687,1868152.243229058,23351.0
22800,397.36,-26.6384795,133.2780095,1868274.9981268537,23353.0
22801,399.661,-26.6393503,133.2782888,1868375.7274070864,23354.0
22802,400.568,-26.6396021,133.2783694,1868404.8497745807,23355.0
22803,400.922,-26.6402938,133.2785907,1868484.8465128657,23356.0
22804,397.56,-26.6432336,133.2795315,1868824.8477758663,23360.0
22805,400.575,-26.6456552,133.2803066,1869104.9200487013,23363.0
22806,398.963,-26.6472107,133.2808054,1869284.8476785554,23366.0
22808,399.44,-26.6487668,133.2813044,1869464.8447339346,23368.0
22809,398.573,-26.6515333,133.2821915,1869784.8494232863,23372.0
22811,398.424,-26.652052,133.2823578,1869844.8473776313,23373.0
22812,396.626,-26.6527436,133.2825796,1869924.8464426491,23374.0
22813,399.115,-26.6564207,133.2837589,1870350.1858977536,23379.0
22814,398.064,-26.6583563,133.2843823,1870574.1532316625,23382.0
22816,398.631,-26.6601024,133.284945,1870776.2025026944,23384.0
22817,398.261,-26.6603502,133.2850236,1870804.8422639596,23385.0
22818,396.867,-26.6619076,133.2855178,1870984.8459912383,23387.0
22819,396.0,-26.6625997,133.2857375,1871064.8407752325,23388.0
22821,396.983,-26.6638096,133.2861274,1871204.8434700256,23390.0
22822,396.032,-26.6650194,133.2865177,1871344.8463034332,23391.0
22823,397.221,-26.665365,133.2866292,1871384.8405934863,23392.0
22825,399.614,-26.6669204,133.2871311,1871564.8402820122,23394.0
22827,398.915,-26.6672661,133.2872426,1871604.8452058637,23395.0
22829,400.912,-26.6684,133.2876199,1871736.3869751347,23396.0
22831,400.665,-26.6691625,133.2878736,1871824.841395222,23397.0
22832,399.843,-26.6693349,133.2879309,1871844.8390565899,23398.0
22834,399.0,-26.670178,133.2882198,1871942.8860410103,23399.0
22835,400.0,-26.6709846,133.2885157,1872037.2721184348,23400.0
22836,400.099,-26.6718564,133.2888487,1872139.7031997312,23401.0
22837,399.0,-26.6723494,133.2890317,1872197.4593124923,23402.0
22839,398.924,-26.672752,133.2891878,1872244.8372124168,23403.0
22841,398.502,-26.6739358,133.2896673,1872384.8367463017,23404.0
22842,397.919,-26.6741531,133.2897582,1872410.6322786503,23405.0
22844,396.366,-26.6753642,133.2902687,1872554.5382649726,23406.0
22845,397.065,-26.6757159,133.29042,1872596.435426695,23407.0
22846,397.762,-26.6764794,133.2907585,1872687.7521323955,23408.0
22847,397.467,-26.67689,133.2909498,1872737.2072291663,23409.0
22848,397.402,-26.6776071,133.2912773,1872823.3290557978,23410.0
22850,397.841,-26.6782735,133.2915944,1872903.8493273973,23411.0
22851,399.182,-26.6793296,133.2921001,1873031.5796530487,23412.0
22852,398.238,-26.6799339,133.292409,1873105.4520068194,23413.0
22853,397.495,-26.6804152,133.2926539,1873164.241843037,23414.0
22855,400.536,-26.6810729,133.2929947,1873244.8391112972,23415.0
22856,396.288,-26.6826871,133.2938559,1873443.681083745,23418.0
22857,397.881,-26.6836526,133.2943876,1873563.3325700217,23419.0
22858,396.916,-26.6864697,133.2959137,1873911.344778457,23423.0
22859,397.897,-26.6877493,133.2966103,1874069.5681299749,23425.0
22860,398.48,-26.687911,133.2966983,1874089.5612106335,23426.0
22861,397.662,-26.6885747,133.2970596,1874171.6275070417,23427.0
22862,397.0,-26.6895312,133.2975727,1874289.5703137484,23428.0
22863,396.188,-26.6901266,133.2978921,1874362.987282798,23429.0
22864,397.021,-26.691356,133.2985615,1874515.0080221454,23431.0
22866,396.805,-26.692832,133.2993479,1874696.7783703788,23433.0
22867,395.013,-26.6955592,133.3007276,1875029.5660275395,23437.0
22868,395.405,-26.6960948,133.3009986,1875094.9242289201,23438.0
22869,396.0,-26.6967405,133.3013143,1875173.2735470205,23439.0
22871,396.0,-26.6987008,133.3022324,1875409.560491602,23442.0
22872,396.149,-26.6994858,133.3026,1875504.179171977,23443.0
22873,396.913,-26.699698,133.3026941,1875529.5589175902,23444.0
22874,396.0,-26.7020532,133.3037382,1875811.2359207475,23447.0
22875,396.308,-26.702713,133.3040143,1875889.5612491064,23448.0
22876,395.462,-26.7032185,133.3042258,1875949.5683777214,23449.0
22877,396.026,-26.7037239,133.3044372,1876009.5615803506,23450.0
22878,397.976,-26.704484,133.3047552,1876099.7909375117,23451.0
22879,396.276,-26.7063636,133.3054711,1876320.5597782114,23454.0
22880,394.157,-26.7071786,133.3057848,1876416.3912318237,23455.0
22881,396.0,-26.7081976,133.306166,1876535.8583597501,23456.0
22882,394.918,-26.7088261,133.3064017,1876609.561755386,23457.0
22883,393.567,-26.7095914,133.3066888,1876699.3105274974,23458.0
22884,395.02,-26.7113833,133.3073645,1876909.5610838335,23461.0
22885,395.0,-26.7145667,133.308592,1877283.948349709,23466.0
22886,396.009,-26.7167854,133.3094403,1877544.6477801565,23469.0
22887,396.708,-26.7174448,133.3096899,1877622.047432742,23470.0
22888,395.914,-26.7201922,133.3107238,1877944.341405344,23474.0
22889,395.584,-26.7215512,133.3112394,1878103.8964824064,23476.0
22890,397.121,-26.7277504,133.3135737,1878831.157869532,23485.0
22891,396.173,-26.7310105,133.3148045,1879213.7179287605,23490.0
22892,395.92,-26.7333556,133.3157015,1879489.2772527488,23493.0
22893,396.336,-26.7362424,133.3167815,1879827.718582377,23497.0
22894,396.304,-26.7381647,133.3174369,1880051.1579131403,23500.0
22895,394.252,-26.739741,133.3179806,1880234.5618029612,23502.0
22896,394.81,-26.7412775,133.3184796,1880412.4535872228,23505.0
22897,393.806,-26.7426161,133.3189158,1880567.4736433066,23507.0
22899,395.777,-26.7452083,133.3197122,1880866.3744780337,23510.0
22900,395.0,-26.7472301,133.3203005,1881098.6541379075,23513.0
22901,393.547,-26.7490558,133.3207958,1881307.5352063805,23516.0
22902,393.0,-26.7504554,133.3211676,1881467.4824890627,23518.0
22903,395.482,-26.7509671,133.3213035,1881525.9591752451,23519.0
22904,394.056,-26.7516822,133.3214844,1881607.4782181426,23520.0
22905,393.633,-26.7530373,133.3218272,1881761.9550431005,23522.0
22906,395.0,-26.7551464,133.3223291,1882001.7125310062,23525.0
22907,393.003,-26.7559025,133.3224993,1882087.4685794406,23526.0
22908,393.142,-26.7569633,133.3227382,1882207.7855142127,23527.0
22909,393.331,-26.7573142,133.322811,1882247.467684301,23528.0
22913,394.0,-26.7580217,133.3229578,1882327.4769225917,23529.0
22914,395.275,-26.7590139,133.3231637,1882439.6825697683,23530.0
22916,392.753,-26.7597908,133.3233214,1882527.4773819128,23531.0
22918,392.99,-26.7612447,133.3236164,1882691.7754435109,23533.0
22919,392.0,-26.7635436,133.324031,1882950.6944688489,23536.0
22920,390.0,-26.7647615,133.3242241,1883087.4690456227,23538.0
22921,389.581,-26.7656428,133.3243638,1883186.4417677796,23539.0
22922,388.089,-26.7663642,133.3244795,1883267.476057083,23540.0
22923,388.552,-26.7665422,133.324508,1883287.4699778117,23541.0
22927,391.0,-26.7672544,133.3246222,1883367.4704829867,23542.0
22928,390.48,-26.7679222,133.3247293,1883442.4838566529,23543.0
22930,390.0,-26.7704791,133.3250838,1883728.968141905,23546.0
22931,390.356,-26.7743266,133.3255366,1884159.145707463,23551.0
22932,390.105,-26.7754757,133.3256566,1884287.4739268285,23553.0
22933,391.0,-26.7758339,133.325694,1884327.4766202087,23554.0
22934,393.032,-26.7783493,133.3259566,1884608.388533969,23557.0
22935,394.057,-26.7851492,133.3266327,1885367.4756841187,23567.0
22936,394.288,-26.7898073,133.3270959,1885887.46946729,23573.0
22937,392.0,-26.7933978,133.3274519,1886288.2755400834,23578.0
22938,390.295,-26.7972383,133.3278477,1886717.1228341584,23583.0
22939,388.349,-26.798708,133.3279848,1886881.1115611535,23586.0
22940,389.973,-26.7996042,133.3280684,1886981.1092948986,23587.0
22942,391.09,-26.8010572,133.3282039,1887143.2342702579,23589.0
22943,390.0,-26.8017548,133.3282739,1887221.1143538237,23590.0
22946,389.015,-26.8022922,133.3283278,1887281.1094835037,23591.0
22947,391.436,-26.810121,133.3291131,1888155.1142206923,23601.0
22948,389.99,-26.8125046,133.3293397,1888421.1107509793,23605.0
22949,392.227,-26.81484,133.3295732,1888681.8271951163,23608.0
22950,393.83,-26.8164087,133.3297297,1888856.948703227,23610.0
22951,390.0,-26.8194544,133.3300336,1889196.9551797356,23614.0
22952,390.093,-26.8198241,133.3300705,1889238.226704563,23615.0
22954,391.194,-26.8208873,133.3301806,1889356.9529231482,23616.0
22955,391.871,-26.8214246,133.3302363,1889416.953086404,23617.0
22957,390.048,-26.8219619,133.3302919,1889476.9523355623,23618.0
22958,391.573,-26.8228574,133.3303847,1889576.952293616,23619.0
22959,393.194,-26.8244982,133.3305547,1889760.179127976,23622.0
22961,394.057,-26.825723,133.3306818,1889896.9534060038,23623.0
22962,397.298,-26.8264369,133.3307561,1889976.677098724,23624.0
22963,399.932,-26.8269767,133.330812,1890036.9558708037,23625.0
22967,399.031,-26.827511,133.3308934,1890096.9532345824,23626.0
22970,399.65,-26.8281525,133.3310139,1890169.2799574253,23627.0
22973,394.938,-26.8295551,133.3313455,1890328.7123053654,23629.0
22974,395.833,-26.8303607,133.3316007,1890421.801206676,23630.0
22975,396.203,-26.8312138,133.3319107,1890521.5240138005,23631.0
22976,397.539,-26.8316802,133.3321078,1890576.950272019,23632.0
22981,395.013,-26.8330561,133.3327746,1890743.6682978468,23634.0
22982,396.824,-26.8335934,133.3330709,1890810.255050389,23635.0
22984,397.078,-26.834785,133.3337925,1890960.927523301,23637.0
22989,397.207,-26.8362088,133.3348362,1891150.1503614294,23639.0
22990,397.895,-26.8366851,133.3352466,1891216.956558241,23640.0
22993,400.898,-26.8371884,133.3356803,1891287.5518399437,23641.0
22996,404.387,-26.8380153,133.3364801,1891409.0072786543,23642.0
22997,405.909,-26.8384192,133.3369193,1891471.5848524678,23643.0
22998,406.74,-26.8388861,133.3374277,1891543.971052578,23644.0
22999,410.592,-26.8396877,133.3384122,1891676.205629356,23645.0
23000,412.434,-26.8403671,133.3393477,1891795.880531446,23647.0
23001,414.93,-26.8406924,133.3398436,1891856.947125482,23648.0
23005,417.37,-26.8417474,133.3416445,1892070.7372708041,23650.0
23006,418.0,-26.8420504,133.342219,1892136.9490440185,23651.0
23007,416.105,-26.8421996,133.3424854,1892168.1550756244,23652.0
23009,415.584,-26.8426797,133.3434323,1892276.2156010137,23653.0
23010,417.0,-26.8434444,133.344904,1892445.1824598603,23655.0
23011,414.745,-26.8440334,133.346051,1892576.480565162,23657.0
23013,415.0,-26.8445112,133.3469744,1892682.384366031,23658.0
23014,411.991,-26.8448973,133.3477201,1892767.9212981565,23659.0
23016,411.561,-26.8450779,133.3480688,1892807.922538363,23660.0
23019,415.491,-26.8461356,133.3501119,1893042.270266425,23663.0
23021,415.281,-26.8466124,133.351033,1893147.9191152293,23664.0
23022,413.0,-26.8477858,133.3532998,1893407.9169206256,23667.0
23023,411.707,-26.8489592,133.3555667,1893667.9212907534,23670.0
23024,411.0,-26.8498257,133.3572407,1893859.92103831,23673.0
23026,410.247,-26.8503267,133.3581731,1893967.9181032104,23674.0
23028,410.599,-26.8508048,133.3590268,1894067.9135900727,23675.0
23029,411.021,-26.8508872,133.3591739,1894085.1447928434,23676.0
23033,410.191,-26.8513359,133.3599275,1894175.0261556339,23677.0
23034,409.986,-26.8520745,133.3611026,1894317.6277643002,23678.0
23035,411.0,-26.8526773,133.3619855,1894427.9205094576,23680.0
23037,410.627,-26.8531593,133.3626914,1894516.1051319267,23681.0
23039,412.61,-26.8547922,133.3648473,1894796.6718998142,23684.0
23040,412.239,-26.8554797,133.365662,1894907.9194424544,23686.0
23041,412.222,-26.8558769,133.3661327,1894972.1928187364,23687.0
23044,411.0,-26.8575403,133.3679423,1895229.967232959,23690.0
23045,412.422,-26.8583387,133.3687251,1895347.9150061721,23691.0
23046,412.966,-26.8585025,133.3688644,1895370.7774627628,23692.0
23049,411.429,-26.8590165,133.3693357,1895444.6685613524,23693.0
23051,412.213,-26.8595699,133.3698301,1895523.3603007111,23694.0
23053,410.0,-26.8608968,133.3710015,1895711.1688407995,23696.0
23054,411.358,-26.8618338,133.371766,1895840.0355461785,23698.0
23056,410.426,-26.8632673,133.372812,1896030.3035735402,23700.0
23057,409.016,-26.8650157,133.3739662,1896255.9240723196,23703.0
23059,409.998,-26.865554,133.3742882,1896323.7691758203,23704.0
23060,407.3,-26.8666049,133.3749168,1896456.2188035187,23705.0
23061,406.0,-26.8679686,133.3756353,1896623.768725775,23707.0
23062,406.0,-26.8681314,133.3757211,1896643.7720361722,23708.0
23064,405.435,-26.8697861,133.3765099,1896843.7669590928,23710.0
23066,405.81,-26.8706247,133.3768742,1896943.7725753582,23711.0
23067,406.007,-26.8707924,133.3769468,1896963.7621062088,23712.0
23071,405.712,-26.8714708,133.3772154,1897043.7680481337,23713.0
23072,405.418,-26.8726129,133.3776616,1897178.2546758878,23714.0
23073,403.049,-26.8737716,133.3780793,1897313.593594815,23716.0
23074,404.629,-26.8749612,133.3784912,1897452.036492114,23718.0
23075,404.813,-26.8757567,133.3787008,1897542.902198297,23719.0
23076,405.602,-26.8765562,133.3789195,1897634.4106504347,23720.0
23077,404.868,-26.8770602,133.3790789,1897692.640242977,23721.0
23078,406.15,-26.8781803,133.3793727,1897820.5531038994,23722.0
23079,405.0,-26.8791521,133.3795991,1897930.920745263,23724.0
23080,403.783,-26.8803154,133.3798353,1898062.3780336056,23725.0
23081,406.627,-26.8812147,133.3800038,1898163.7624808894,23727.0
23083,404.495,-26.8819256,133.3801273,1898243.7598393562,23728.0
23085,404.023,-26.8828953,133.3802627,1898352.4375367302,23729.0
23086,403.0,-26.8842993,133.3804573,1898509.743667454,23731.0
23087,404.886,-26.8849629,133.3805158,1898583.7603618377,23732.0
23088,404.342,-26.8862591,133.38063,1898728.335539186,23734.0
23090,402.513,-26.887439,133.380698,1898859.7456568957,23735.0
23091,403.123,-26.8881109,133.3807272,1898934.5136302623,23736.0
23092,402.919,-26.8884376,133.3807415,1898970.868684458,23737.0
23093,398.89,-26.8903828,133.3807522,1899187.16765874,23739.0
23094,399.602,-26.8917618,133.3807227,1899340.5333685067,23741.0
23095,398.789,-26.8923292,133.3806815,1899403.7575296173,23742.0
23097,398.223,-26.8928677,133.3806424,1899463.761415577,23743.0
23101,399.614,-26.8934061,133.3806023,1899523.760789012,23744.0
23103,399.408,-26.894594,133.3804882,1899656.338850333,23745.0
23104,398.565,-26.8953987,133.3804148,1899746.1129825958,23746.0
23105,398.98,-26.8966267,133.3802396,1899883.7612346557,23748.0
23106,399.032,-26.897747,133.3800798,1900009.3367913328,23750.0
23107,396.843,-26.8991349,133.3798255,1900165.7109746796,23752.0
23109,397.447,-26.9003777,133.3795455,1900306.665802476,23753.0
23110,399.201,-26.9020003,133.3792116,1900490.1036175732,23756.0
23112,398.666,-26.903704,133.3788063,1900683.7625983292,23758.0
23113,397.495,-26.9042682,133.378672,1900747.8966374919,23759.0
23114,397.054,-26.906071,133.3782291,1900953.1132080995,23761.0
23115,396.692,-26.9074144,133.3779538,1901104.966254858,23763.0
23116,397.114,-26.9110572,133.3771162,1901518.4538881553,23768.0
23117,396.499,-26.9118057,133.3769275,1901603.7604308657,23770.0
23118,395.979,-26.9129012,133.3766538,1901728.560808308,23771.0
23119,395.57,-26.9140544,133.3763768,1901859.6991126975,23773.0
23120,395.893,-26.914771,133.3762195,1901940.893412486,23774.0
23121,394.266,-26.9159904,133.3759805,1902078.5396390136,23775.0
23122,393.037,-26.9172325,133.3757432,1902218.6445300505,23777.0
23123,396.858,-26.9194838,133.3753886,1902471.4344382791,23780.0
23124,393.755,-26.9208086,133.3751926,1902620.021672502,23782.0
23125,394.23,-26.921762,133.3750972,1902726.4560140187,23784.0
23126,392.203,-26.9227591,133.3750404,1902837.4713958178,23785.0
23128,391.522,-26.9239478,133.3749655,1902969.8572335325,23787.0
23129,392.983,-26.9249543,133.3749395,1903081.8046079378,23788.0
23130,393.5,-26.9255881,133.3749398,1903152.279958721,23789.0
23131,393.092,-26.9274713,133.3749745,1903361.7105009602,23792.0
23132,391.992,-26.9288915,133.3750523,1903519.817779957,23793.0
23133,392.761,-26.9302113,133.3751506,1903666.8960513384,23795.0
23134,389.446,-26.9324738,133.3754188,1903919.8756678894,23798.0
23135,389.933,-26.9338118,133.3756225,1904070.018660296,23800.0
23136,389.758,-26.9353515,133.3759194,1904243.7369811088,23803.0
23137,387.838,-26.9368583,133.3762439,1904414.3455952485,23805.0
23139,389.0,-26.9375188,133.3764046,1904489.4976561384,23806.0
23140,391.784,-26.9396154,133.3769145,1904728.0455661402,23809.0
23143,387.435,-26.9405189,133.3771253,1904830.6842723424,23810.0
23144,389.488,-26.9415218,133.3773577,1904944.556309133,23811.0
23145,389.949,-26.9417409,133.3774117,1904969.5002341706,23812.0
23147,389.1,-26.9424436,133.377585,1905049.5030112872,23813.0
23149,387.0,-26.9433219,133.3778016,1905149.4977727719,23814.0
23150,387.82,-26.9438389,133.377929,1905208.3562842277,23815.0
23153,386.498,-26.9451512,133.3782279,1905357.254910694,23816.0
23154,387.94,-26.9480723,133.378933,1905689.5007401265,23821.0
23155,387.069,-26.9488663,133.3791247,1905779.8111069722,23822.0
23156,384.382,-26.9506759,133.3795577,1905985.5557135427,23824.0
23157,385.024,-26.9536078,133.3802712,1906319.150464946,23828.0
23158,382.465,-26.9548571,133.3805671,1906461.1284801252,23830.0
23159,383.981,-26.956307,133.38091,1906625.8933213302,23832.0
23160,381.02,-26.9570808,133.3811107,1906714.205438222,23833.0
23161,380.705,-26.9573926,133.3811772,1906749.496945811,23834.0
23162,383.875,-26.9592415,133.3816266,1906959.8548501485,23836.0
23163,381.578,-26.9601172,133.3818419,1907059.538918113,23838.0
23164,384.543,-26.9608196,133.3820635,1907140.6714863754,23839.0
23165,383.0,-26.9620809,133.3825735,1907289.7519419803,23841.0
23168,383.0,-26.962807,133.3829089,1907377.0656882955,23842.0
23170,380.872,-26.9639943,133.3835539,1907523.7836299106,23844.0
23171,382.9,-26.9647992,133.3840618,1907626.468281907,23845.0
23172,383.03,-26.9656618,133.384714,1907742.131398936,23846.0
23173,383.736,-26.9662704,133.3852052,1907825.4948397253,23847.0
23174,384.017,-26.9667204,133.3856115,1907889.7221701895,23848.0
23175,383.771,-26.9674845,133.3863408,1908001.269592181,23850.0
23176,384.451,-26.9683352,133.3872851,1908134.3328213247,23851.0
23177,384.237,-26.9687171,133.3877638,1908198.0032375532,23852.0
23178,382.766,-26.9690543,133.3882243,1908257.067533121,23853.0
23180,385.237,-26.9699448,133.3895103,1908418.4651580835,23855.0
23181,382.224,-26.9706011,133.3906846,1908555.8289607223,23856.0
23182,382.668,-26.9707742,133.3910526,1908597.065903962,23857.0
23184,382.289,-26.9712099,133.3919313,1908696.7159033048,23858.0
23185,381.036,-26.9715567,133.3927849,1908789.6831669488,23859.0
